breakdown step partitionid runtime
InitialComputation 4 262 400566
WorkStealingComputation 4 262 158965
InitialComputation 4 263 557820
WorkStealingComputation 4 263 1760
InitialComputation 4 264 523887
WorkStealingComputation 4 264 35663
InitialComputation 4 265 458016
WorkStealingComputation 4 265 101591
InitialComputation 4 266 462302
WorkStealingComputation 4 266 97319
InitialComputation 4 267 420014
WorkStealingComputation 4 267 139457
InitialComputation 4 268 445668
WorkStealingComputation 4 268 113796
InitialComputation 4 269 393979
WorkStealingComputation 4 269 165495
InitialComputation 4 270 383709
WorkStealingComputation 4 270 175806
InitialComputation 4 271 372170
WorkStealingComputation 4 271 187348
InitialComputation 4 272 319778
WorkStealingComputation 4 272 239795
InitialComputation 4 273 178421
WorkStealingComputation 4 273 381158
InitialComputation 4 274 56507
WorkStealingComputation 4 274 503099
InitialComputation 4 275 2498
WorkStealingComputation 4 275 557112
InitialComputation 4 276 1551
WorkStealingComputation 4 276 558067
InitialComputation 4 277 1108
WorkStealingComputation 4 277 558494
InitialComputation 4 278 274
WorkStealingComputation 4 278 559204
InitialComputation 4 279 519
WorkStealingComputation 4 279 558997
